Season_Yr,Visitor_Team,V_PTS,Home_Team,H_PTS
2010,Cleveland Cavaliers,105,New Orleans Hornets,92
2010,Houston Rockets,104,Oklahoma City Thunder,122
2010,Los Angeles Lakers,92,San Antonio Spurs,83
2010,Utah Jazz,113,Toronto Raptors,87
2010,Miami Heat,103,Chicago Bulls,74
2010,Los Angeles Clippers,99,Houston Rockets,93
2010,Dallas Mavericks,89,Portland Trail Blazers,101
2010,Sacramento Kings,86,Boston Celtics,94
2010,Washington Wizards,96,Charlotte Bobcats,107
2010,Utah Jazz,106,Indiana Pacers,122
2010,Miami Heat,87,Milwaukee Bucks,74
2010,Detroit Pistons,110,New Jersey Nets,118
2010,Los Angeles Lakers,75,Oklahoma City Thunder,91
2010,Minnesota Timberwolves,97,Orlando Magic,106
2010,Atlanta Hawks,98,Philadelphia 76ers,105
2010,New York Knicks,96,Phoenix Suns,132
2010,Cleveland Cavaliers,97,San Antonio Spurs,102
2010,Denver Nuggets,97,Toronto Raptors,96
2010,New Jersey Nets,83,Chicago Bulls,106
2010,Dallas Mavericks,111,Golden State Warriors,90
2010,Los Angeles Lakers,109,Houston Rockets,101
2010,Portland Trail Blazers,112,New Orleans Hornets,101
2010,Utah Jazz,103,Washington Wizards,87
2010,Indiana Pacers,84,Atlanta Hawks,94
2010,San Antonio Spurs,94,Boston Celtics,73
2010,Sacramento Kings,90,Cleveland Cavaliers,97
2010,Chicago Bulls,110,Detroit Pistons,103
2010,Golden State Warriors,121,Los Angeles Clippers,103
2010,Toronto Raptors,94,Miami Heat,97
2010,Memphis Grizzlies,103,Milwaukee Bucks,108
2010,Phoenix Suns,111,Minnesota Timberwolves,105
2010,Portland Trail Blazers,92,Oklahoma City Thunder,87
2010,Denver Nuggets,97,Orlando Magic,103
2010,Toronto Raptors,103,Charlotte Bobcats,101
2010,Denver Nuggets,93,Dallas Mavericks,109
2010,San Antonio Spurs,84,New Jersey Nets,90
2010,Los Angeles Lakers,100,New Orleans Hornets,108
2010,New York Knicks,98,Utah Jazz,103
2010,Phoenix Suns,111,Chicago Bulls,105
2010,Washington Wizards,94,Houston Rockets,98
2010,Sacramento Kings,95,Indiana Pacers,102
2010,Los Angeles Clippers,89,Milwaukee Bucks,107
2010,Oklahoma City Thunder,111,Philadelphia 76ers,93
2010,Los Angeles Lakers,92,Atlanta Hawks,109
2010,Oklahoma City Thunder,109,Boston Celtics,104
2010,Philadelphia 76ers,84,Charlotte Bobcats,103
2010,Milwaukee Bucks,98,Cleveland Cavaliers,101
2010,Miami Heat,98,Detroit Pistons,81
2010,Dallas Mavericks,106,Memphis Grizzlies,102
2010,Sacramento Kings,99,Minnesota Timberwolves,108
2010,Phoenix Suns,116,New Jersey Nets,105
2010,Washington Wizards,96,New Orleans Hornets,91
2010,New York Knicks,90,Portland Trail Blazers,118
2010,Houston Rockets,102,San Antonio Spurs,119
2010,Los Angeles Clippers,92,Toronto Raptors,114
2010,Golden State Warriors,104,Utah Jazz,128
2010,Orlando Magic,97,Dallas Mavericks,82
2010,Portland Trail Blazers,92,Denver Nuggets,109
2010,Houston Rockets,119,Boston Celtics,114
2010,Milwaukee Bucks,86,Charlotte Bobcats,87
2010,Atlanta Hawks,88,Cleveland Cavaliers,93
2010,Phoenix Suns,109,Detroit Pistons,94
2010,New York Knicks,117,Golden State Warriors,128
2010,Miami Heat,105,Indiana Pacers,96
2010,Utah Jazz,92,Los Angeles Lakers,106
2010,New Orleans Hornets,96,Memphis Grizzlies,107
2010,Orlando Magic,100,San Antonio Spurs,112
2010,Chicago Bulls,95,Washington Wizards,87
2010,Detroit Pistons,85,Atlanta Hawks,91
2010,Charlotte Bobcats,88,Chicago Bulls,96
2010,Oklahoma City Thunder,121,Dallas Mavericks,116
2010,Los Angeles Clippers,90,Denver Nuggets,98
2010,Phoenix Suns,98,Milwaukee Bucks,107
2010,Miami Heat,97,Minnesota Timberwolves,84
2010,New Orleans Hornets,87,New Jersey Nets,115
2010,Toronto Raptors,128,Philadelphia 76ers,123
2010,Portland Trail Blazers,98,Sacramento Kings,87
2010,Cleveland Cavaliers,113,Boston Celtics,117
2010,Houston Rockets,102,Indiana Pacers,133
2010,New York Knicks,113,Los Angeles Clippers,107
2010,San Antonio Spurs,100,Los Angeles Lakers,81
2010,Minnesota Timberwolves,108,Oklahoma City Thunder,116
2010,Memphis Grizzlies,92,Orlando Magic,107
2010,Golden State Warriors,113,Toronto Raptors,112
2010,New Jersey Nets,99,Washington Wizards,109
2010,Atlanta Hawks,100,Charlotte Bobcats,109
2010,Milwaukee Bucks,79,Chicago Bulls,74
2010,Toronto Raptors,101,Cleveland Cavaliers,113
2010,Houston Rockets,113,Memphis Grizzlies,103
2010,Boston Celtics,101,New York Knicks,104
2010,Detroit Pistons,124,Philadelphia 76ers,103
2010,San Antonio Spurs,95,Sacramento Kings,86
2010,Oklahoma City Thunder,139,Utah Jazz,140
2010,Golden State Warriors,94,Washington Wizards,112
2010,Memphis Grizzlies,84,Dallas Mavericks,110
2010,Atlanta Hawks,88,Detroit Pistons,90
2010,Utah Jazz,96,Houston Rockets,113
2010,New York Knicks,105,Indiana Pacers,113
2010,Portland Trail Blazers,93,Los Angeles Clippers,85
2010,Philadelphia 76ers,95,Miami Heat,99
2010,New Jersey Nets,89,Milwaukee Bucks,108
2010,Golden State Warriors,116,Minnesota Timberwolves,107
2010,Charlotte Bobcats,104,New Orleans Hornets,103
2010,Denver Nuggets,98,Oklahoma City Thunder,94
2010,Washington Wizards,94,Orlando Magic,121
2010,San Antonio Spurs,101,Phoenix Suns,112
2010,Boston Celtics,115,Toronto Raptors,104
2010,Cleveland Cavaliers,108,Chicago Bulls,109
2010,Los Angeles Lakers,96,Denver Nuggets,98
2010,Los Angeles Clippers,94,Sacramento Kings,116
2010,Toronto Raptors,101,Atlanta Hawks,107
2010,Washington Wizards,106,Boston Celtics,96
2010,Indiana Pacers,116,Cleveland Cavaliers,113
2010,Charlotte Bobcats,90,Houston Rockets,97
2010,Detroit Pistons,106,Miami Heat,99
2010,Los Angeles Lakers,97,Minnesota Timberwolves,88
2010,Chicago Bulls,116,New Jersey Nets,127
2010,Utah Jazz,114,New Orleans Hornets,103
2010,Phoenix Suns,91,Oklahoma City Thunder,96
2010,New York Knicks,103,Orlando Magic,118
2010,Milwaukee Bucks,95,Philadelphia 76ers,90
2010,Dallas Mavericks,83,Portland Trail Blazers,77
2010,Memphis Grizzlies,107,San Antonio Spurs,99
2010,Detroit Pistons,95,Charlotte Bobcats,99
2010,San Antonio Spurs,104,Denver Nuggets,85
2010,New Jersey Nets,102,Indiana Pacers,115
2010,Golden State Warriors,104,Los Angeles Clippers,107
2010,Philadelphia 76ers,120,Memphis Grizzlies,101
2010,Boston Celtics,105,Milwaukee Bucks,90
2010,Dallas Mavericks,126,Sacramento Kings,108
2010,Atlanta Hawks,105,Washington Wizards,95
2010,Orlando Magic,98,Cleveland Cavaliers,92
2010,Oklahoma City Thunder,117,Golden State Warriors,120
2010,Portland Trail Blazers,91,Los Angeles Lakers,88
2010,Minnesota Timberwolves,86,New Orleans Hornets,114
2010,Miami Heat,111,New York Knicks,98
2010,Houston Rockets,106,Phoenix Suns,116
2010,Chicago Bulls,104,Toronto Raptors,88
2010,Memphis Grizzlies,101,Denver Nuggets,123
2010,Toronto Raptors,111,Detroit Pistons,97
2010,Orlando Magic,118,Indiana Pacers,98
2010,Dallas Mavericks,117,Los Angeles Clippers,94
2010,Atlanta Hawks,104,Milwaukee Bucks,96
2010,Charlotte Bobcats,105,New Jersey Nets,95
2010,Washington Wizards,103,New York Knicks,114
2010,Miami Heat,107,Philadelphia 76ers,105
2010,Oklahoma City Thunder,95,Portland Trail Blazers,103
2010,Houston Rockets,117,Sacramento Kings,107
2010,Minnesota Timberwolves,111,San Antonio Spurs,133
2010,Boston Celtics,93,Chicago Bulls,101
2010,Utah Jazz,103,Golden State Warriors,94
2010,Sacramento Kings,100,Los Angeles Lakers,106
2010,Denver Nuggets,101,Phoenix Suns,123
2010,Cleveland Cavaliers,83,Atlanta Hawks,99
2010,Milwaukee Bucks,106,Boston Celtics,95
2010,Chicago Bulls,98,Charlotte Bobcats,89
2010,San Antonio Spurs,89,Dallas Mavericks,96
2010,New Orleans Hornets,123,Houston Rockets,115
2010,Los Angeles Lakers,91,Los Angeles Clippers,107
2010,New Jersey Nets,86,Miami Heat,94
2010,Detroit Pistons,103,Minnesota Timberwolves,98
2010,Memphis Grizzlies,105,Oklahoma City Thunder,114
2010,Philadelphia 76ers,111,Orlando Magic,125
2010,Golden State Warriors,122,Portland Trail Blazers,116
2010,New York Knicks,113,Toronto Raptors,131
2010,Phoenix Suns,100,Utah Jazz,86
2010,Indiana Pacers,97,Washington Wizards,98
2011,Miami Heat,80,Boston Celtics,88
2011,Houston Rockets,110,Los Angeles Lakers,112
2011,Phoenix Suns,92,Portland Trail Blazers,106
2011,Boston Celtics,87,Cleveland Cavaliers,95
2011,Charlotte Bobcats,86,Dallas Mavericks,101
2011,Utah Jazz,88,Denver Nuggets,110
2011,Houston Rockets,128,Golden State Warriors,132
2011,Portland Trail Blazers,98,Los Angeles Clippers,88
2011,Atlanta Hawks,119,Memphis Grizzlies,104
2011,Sacramento Kings,117,Minnesota Timberwolves,116
2011,Detroit Pistons,98,New Jersey Nets,101
2011,Milwaukee Bucks,91,New Orleans Hornets,95
2011,Chicago Bulls,95,Oklahoma City Thunder,106
2011,Miami Heat,97,Philadelphia 76ers,87
2011,Indiana Pacers,109,San Antonio Spurs,122
2011,New York Knicks,98,Toronto Raptors,93
2011,Washington Wizards,83,Orlando Magic,112
2011,Phoenix Suns,110,Utah Jazz,94
2011,New York Knicks,101,Boston Celtics,105
2011,Indiana Pacers,104,Charlotte Bobcats,101
2011,Memphis Grizzlies,91,Dallas Mavericks,90
2011,Oklahoma City Thunder,105,Detroit Pistons,104
2011,Los Angeles Clippers,91,Golden State Warriors,109
2011,Orlando Magic,70,Miami Heat,96
2011,Milwaukee Bucks,85,Minnesota Timberwolves,96
2011,Sacramento Kings,100,New Jersey Nets,106
2011,Denver Nuggets,95,New Orleans Hornets,101
2011,Atlanta Hawks,104,Philadelphia 76ers,101
2011,Los Angeles Lakers,114,Phoenix Suns,106
2011,Cleveland Cavaliers,81,Toronto Raptors,101
2011,Washington Wizards,95,Atlanta Hawks,99
2011,Detroit Pistons,91,Chicago Bulls,101
2011,Sacramento Kings,107,Cleveland Cavaliers,104
2011,Denver Nuggets,107,Houston Rockets,94
2011,Philadelphia 76ers,86,Indiana Pacers,99
2011,Minnesota Timberwolves,89,Memphis Grizzlies,109
2011,Charlotte Bobcats,88,Milwaukee Bucks,98
2011,Portland Trail Blazers,100,New York Knicks,95
2011,New Orleans Hornets,99,San Antonio Spurs,90
2011,Dallas Mavericks,99,Los Angeles Clippers,83
2011,Golden State Warriors,83,Los Angeles Lakers,107
2011,Miami Heat,101,New Jersey Nets,78
2011,Utah Jazz,120,Oklahoma City Thunder,99
2011,Portland Trail Blazers,98,Chicago Bulls,110
2011,San Antonio Spurs,97,Los Angeles Clippers,88
2011,Toronto Raptors,108,Sacramento Kings,111
2011,Atlanta Hawks,100,Cleveland Cavaliers,88
2011,Boston Celtics,109,Detroit Pistons,86
2011,Memphis Grizzlies,105,Los Angeles Lakers,124
2011,Minnesota Timberwolves,97,Miami Heat,129
2011,Portland Trail Blazers,90,Milwaukee Bucks,76
2011,Philadelphia 76ers,115,Washington Wizards,116
2011,Detroit Pistons,85,Atlanta Hawks,94
2011,Milwaukee Bucks,102,Boston Celtics,105
2011,Dallas Mavericks,102,Denver Nuggets,101
2011,Memphis Grizzlies,109,Golden State Warriors,115
2011,New Orleans Hornets,107,Houston Rockets,99
2011,Oklahoma City Thunder,92,Los Angeles Clippers,107
2011,Charlotte Bobcats,85,New Jersey Nets,83
2011,Minnesota Timberwolves,86,Orlando Magic,128
2011,Indiana Pacers,75,Philadelphia 76ers,101
2011,San Antonio Spurs,112,Phoenix Suns,110
2011,Los Angeles Lakers,112,Sacramento Kings,100
2011,Toronto Raptors,108,Utah Jazz,125
2011,New York Knicks,120,Chicago Bulls,112
2011,Oklahoma City Thunder,107,Portland Trail Blazers,106
2011,Chicago Bulls,105,Boston Celtics,110
2011,Los Angeles Clippers,104,Denver Nuggets,111
2011,Charlotte Bobcats,90,Detroit Pistons,97
2011,Utah Jazz,78,Golden State Warriors,85
2011,Milwaukee Bucks,94,Indiana Pacers,90
2011,Toronto Raptors,103,Los Angeles Lakers,108
2011,Atlanta Hawks,113,Minnesota Timberwolves,103
2011,Miami Heat,93,New Orleans Hornets,96
2011,Washington Wizards,91,New York Knicks,112
2011,New Jersey Nets,90,Orlando Magic,105
2011,Cleveland Cavaliers,123,Philadelphia 76ers,116
2011,Memphis Grizzlies,118,Phoenix Suns,123
2011,Orlando Magic,91,Charlotte Bobcats,88
2011,Denver Nuggets,103,Dallas Mavericks,92
2011,New Jersey Nets,89,Miami Heat,101
2011,New Orleans Hornets,87,Milwaukee Bucks,81
2011,Toronto Raptors,84,Portland Trail Blazers,97
2011,Memphis Grizzlies,100,Sacramento Kings,91
2011,Houston Rockets,121,San Antonio Spurs,124
2011,Los Angeles Clippers,107,Utah Jazz,109
2011,Cleveland Cavaliers,107,Washington Wizards,102
2011,Phoenix Suns,118,Atlanta Hawks,114
2011,Golden State Warriors,97,Detroit Pistons,102
2011,Minnesota Timberwolves,94,Houston Rockets,120
2011,Portland Trail Blazers,96,Los Angeles Lakers,121
2011,Philadelphia 76ers,106,New York Knicks,96
2011,Boston Celtics,92,Oklahoma City Thunder,83
2011,San Antonio Spurs,95,Charlotte Bobcats,91
2011,Denver Nuggets,92,Chicago Bulls,94
2011,Boston Celtics,87,Dallas Mavericks,89
2011,Phoenix Suns,99,Memphis Grizzlies,109
2011,Atlanta Hawks,89,Orlando Magic,93
2011,Golden State Warriors,109,Toronto Raptors,102
2011,Denver Nuggets,113,Indiana Pacers,144
2011,Minnesota Timberwolves,94,Los Angeles Lakers,99
2011,Utah Jazz,116,Miami Heat,114
2011,New York Knicks,80,Milwaukee Bucks,107
2011,Cleveland Cavaliers,93,New Jersey Nets,91
2011,Los Angeles Clippers,82,New Orleans Hornets,101
2011,Detroit Pistons,78,Portland Trail Blazers,100
2011,Milwaukee Bucks,108,Atlanta Hawks,91
2011,New Jersey Nets,95,Cleveland Cavaliers,87
2011,Dallas Mavericks,106,Memphis Grizzlies,91
2011,Golden State Warriors,122,New York Knicks,117
2011,Philadelphia 76ers,103,Oklahoma City Thunder,109
2011,Utah Jazz,104,Orlando Magic,94
2011,Minnesota Timberwolves,98,Sacramento Kings,89
2011,Los Angeles Clippers,95,San Antonio Spurs,107
2011,Charlotte Bobcats,101,Toronto Raptors,96
2011,Houston Rockets,91,Washington Wizards,98
2011,Golden State Warriors,90,Chicago Bulls,120
2011,Los Angeles Lakers,112,Denver Nuggets,118
2011,Boston Celtics,112,Miami Heat,107
2011,Utah Jazz,90,Atlanta Hawks,86
2011,Philadelphia 76ers,90,Dallas Mavericks,99
2011,Houston Rockets,102,Indiana Pacers,99
2011,Detroit Pistons,113,Los Angeles Clippers,107
2011,New York Knicks,103,Minnesota Timberwolves,112
2011,Portland Trail Blazers,108,Oklahoma City Thunder,110
2011,Toronto Raptors,110,Orlando Magic,106
2011,Sacramento Kings,89,Phoenix Suns,103
2011,Charlotte Bobcats,93,Washington Wizards,85
2011,Utah Jazz,96,Charlotte Bobcats,95
2011,Washington Wizards,96,Chicago Bulls,103
2011,Indiana Pacers,99,Cleveland Cavaliers,85
2011,Boston Celtics,116,Memphis Grizzlies,110
2011,Toronto Raptors,100,Miami Heat,109
2011,Golden State Warriors,72,Milwaukee Bucks,79
2011,Orlando Magic,91,New Jersey Nets,90
2011,Portland Trail Blazers,87,New Orleans Hornets,107
2011,Philadelphia 76ers,93,San Antonio Spurs,116
2011,Minnesota Timberwolves,105,Atlanta Hawks,111
2011,Phoenix Suns,121,Los Angeles Lakers,116
2011,Houston Rockets,104,New York Knicks,96
2011,San Antonio Spurs,117,Oklahoma City Thunder,104
2011,Detroit Pistons,100,Sacramento Kings,94
2011,Minnesota Timberwolves,110,Charlotte Bobcats,113
2011,New Orleans Hornets,95,Dallas Mavericks,98
2011,Detroit Pistons,97,Golden State Warriors,101
2011,New Jersey Nets,110,Los Angeles Clippers,96
2011,Memphis Grizzlies,72,Orlando Magic,89
2011,Denver Nuggets,94,Phoenix Suns,100
2011,Oklahoma City Thunder,115,Utah Jazz,108
2011,Philadelphia 76ers,93,Cleveland Cavaliers,101
2011,New York Knicks,118,Denver Nuggets,120
2011,Chicago Bulls,95,Houston Rockets,92
2011,Atlanta Hawks,102,Indiana Pacers,92
2011,Portland Trail Blazers,100,Memphis Grizzlies,99
2011,Los Angeles Lakers,118,Milwaukee Bucks,107
2011,Toronto Raptors,94,Washington Wizards,109
2011,Washington Wizards,83,Boston Celtics,114
2011,Los Angeles Lakers,103,Detroit Pistons,90
2011,Phoenix Suns,96,Miami Heat,123
2011,Los Angeles Clippers,111,Minnesota Timberwolves,113
2011,Dallas Mavericks,97,New Orleans Hornets,99
2011,Houston Rockets,99,Oklahoma City Thunder,116
2011,Toronto Raptors,94,Philadelphia 76ers,86
2011,New York Knicks,113,Sacramento Kings,106
2011,Chicago Bulls,94,San Antonio Spurs,103
2011,New Jersey Nets,88,Utah Jazz,98
2011,Los Angeles Clippers,80,Indiana Pacers,107
2011,Phoenix Suns,89,Orlando Magic,105
2011,Denver Nuggets,83,Portland Trail Blazers,86
2011,Oklahoma City Thunder,89,Boston Celtics,84
2011,Chicago Bulls,88,Dallas Mavericks,83
2011,New York Knicks,125,Golden State Warriors,119
2011,Charlotte Bobcats,87,Miami Heat,95
2011,Los Angeles Lakers,112,Minnesota Timberwolves,95
2011,Cleveland Cavaliers,101,New Orleans Hornets,108
2011,Milwaukee Bucks,79,Philadelphia 76ers,90
2011,New Jersey Nets,81,Sacramento Kings,86
2011,Houston Rockets,96,Toronto Raptors,106
2011,San Antonio Spurs,94,Utah Jazz,82
2011,Memphis Grizzlies,86,Washington Wizards,89
2011,Dallas Mavericks,98,Atlanta Hawks,93
2011,Phoenix Suns,105,Charlotte Bobcats,123
2011,New Jersey Nets,103,Denver Nuggets,107
2011,Orlando Magic,90,Indiana Pacers,86
2011,New York Knicks,124,Los Angeles Clippers,115
2011,Miami Heat,95,Memphis Grizzlies,97
2011,Oklahoma City Thunder,82,Milwaukee Bucks,81
2011,Utah Jazz,103,Portland Trail Blazers,94
2011,Cleveland Cavaliers,92,San Antonio Spurs,116
2011,Washington Wizards,110,Detroit Pistons,115
2011,Golden State Warriors,89,Los Angeles Lakers,117
2011,New Orleans Hornets,75,Sacramento Kings,71
2011,Boston Celtics,101,Toronto Raptors,102
2011,Boston Celtics,99,Atlanta Hawks,76
2011,Denver Nuggets,106,Golden State Warriors,89
2011,Phoenix Suns,123,Houston Rockets,116
2011,New Orleans Hornets,95,Los Angeles Clippers,99
2011,Indiana Pacers,93,Miami Heat,77
2011,Minnesota Timberwolves,107,Oklahoma City Thunder,117
2011,Orlando Magic,97,San Antonio Spurs,106
2011,Sacramento Kings,83,Utah Jazz,94
2011,Detroit Pistons,84,Dallas Mavericks,88
2011,Cleveland Cavaliers,89,Indiana Pacers,100
2011,Chicago Bulls,91,Los Angeles Lakers,98
2011,Atlanta Hawks,101,New Jersey Nets,107
2011,Charlotte Bobcats,107,New York Knicks,110
2011,Philadelphia 76ers,114,Washington Wizards,116
2011,New Jersey Nets,83,Boston Celtics,89
2011,New York Knicks,99,Charlotte Bobcats,95
2011,Milwaukee Bucks,81,Cleveland Cavaliers,83
2011,Golden State Warriors,101,Houston Rockets,111
2011,Detroit Pistons,84,Memphis Grizzlies,105
2011,San Antonio Spurs,113,Minnesota Timberwolves,109
2011,Dallas Mavericks,111,Oklahoma City Thunder,103
2011,Miami Heat,95,Orlando Magic,104
2011,Chicago Bulls,123,Phoenix Suns,115
2011,Philadelphia 76ers,90,Toronto Raptors,106
2011,New Orleans Hornets,87,Utah Jazz,105
2011,Washington Wizards,96,Atlanta Hawks,116
2011,Sacramento Kings,82,Los Angeles Clippers,100
2011,Toronto Raptors,101,Boston Celtics,110
2011,Houston Rockets,89,Charlotte Bobcats,99
2011,Chicago Bulls,97,Denver Nuggets,98
2011,Milwaukee Bucks,89,Detroit Pistons,103
2011,Oklahoma City Thunder,110,Indiana Pacers,106
2011,Golden State Warriors,111,Memphis Grizzlies,116
2011,Philadelphia 76ers,90,Miami Heat,99
2011,Cleveland Cavaliers,100,Orlando Magic,111
2011,Los Angeles Clippers,108,Phoenix Suns,116
2011,New Orleans Hornets,97,Portland Trail Blazers,78
2011,Dallas Mavericks,103,San Antonio Spurs,94
2011,Los Angeles Lakers,96,Utah Jazz,102
2011,Memphis Grizzlies,86,Cleveland Cavaliers,92
2011,Miami Heat,95,Dallas Mavericks,106
2011,Charlotte Bobcats,101,Milwaukee Bucks,104
2011,Golden State Warriors,104,Minnesota Timberwolves,94
2011,Atlanta Hawks,99,New York Knicks,90
2011,New Jersey Nets,86,Philadelphia 76ers,102
2011,Chicago Bulls,96,Sacramento Kings,85
2011,Orlando Magic,100,Washington Wizards,99
2011,Phoenix Suns,133,Denver Nuggets,138
2011,New York Knicks,125,Detroit Pistons,116
2011,Oklahoma City Thunder,98,Houston Rockets,99
2011,Utah Jazz,109,Los Angeles Clippers,97
2011,Indiana Pacers,95,Los Angeles Lakers,92
2011,Portland Trail Blazers,96,New Jersey Nets,98
2011,San Antonio Spurs,109,New Orleans Hornets,95
2011,Atlanta Hawks,96,Toronto Raptors,78
2011,Houston Rockets,91,Dallas Mavericks,101
2011,Washington Wizards,94,Miami Heat,105
2011,New Orleans Hornets,89,Oklahoma City Thunder,95
2011,Milwaukee Bucks,88,Utah Jazz,109
2011,Boston Celtics,106,Cleveland Cavaliers,87
2011,San Antonio Spurs,118,Golden State Warriors,98
2011,Los Angeles Lakers,96,Memphis Grizzlies,98
2011,New Jersey Nets,100,New York Knicks,111
2011,Detroit Pistons,79,Orlando Magic,90
2011,Portland Trail Blazers,79,Philadelphia 76ers,88
2011,Indiana Pacers,107,Sacramento Kings,98
2011,Memphis Grizzlies,109,Atlanta Hawks,112
2011,Portland Trail Blazers,95,Boston Celtics,99
2011,Orlando Magic,107,Chicago Bulls,78
2011,Minnesota Timberwolves,86,Dallas Mavericks,100
2011,Milwaukee Bucks,94,Denver Nuggets,105
2011,Los Angeles Lakers,99,Houston Rockets,109
2011,San Antonio Spurs,85,Los Angeles Clippers,90
2011,Detroit Pistons,72,Miami Heat,97
2011,Oklahoma City Thunder,123,New Jersey Nets,120
2011,Charlotte Bobcats,73,New Orleans Hornets,89
2011,Washington Wizards,108,Toronto Raptors,127
2011,Indiana Pacers,88,Utah Jazz,110
2011,Miami Heat,118,Cleveland Cavaliers,90
2011,Phoenix Suns,107,Golden State Warriors,101
2011,Philadelphia 76ers,88,Atlanta Hawks,93
2011,Chicago Bulls,92,Boston Celtics,104
